source,compressor,refrigerant,bore_mm,stroke_mm,n_cyl,f_elec_Hz,T_ev_C,T_co_C,T_suc_C,DeltaT_sh_K,p_suc_bar,p_dis_bar,eta_is,eta_vol
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,5,25,2.4452,12.1788,0.5749,0.6991
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,10,30,2.4452,12.1788,0.5773,0.6985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,15,35,2.4452,12.1788,0.5796,0.6979
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,20,40,2.4452,12.1788,0.5807,0.6979
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,25,45,2.4452,12.1788,0.5789,0.6982
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,35,30,50,2.4452,12.1788,0.5753,0.699
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,-5,15,2.4452,13.6942,0.5698,0.6636
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,0,20,2.4452,13.6942,0.5698,0.6631
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,5,25,2.4452,13.6942,0.5715,0.6626
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,10,30,2.4452,13.6942,0.5739,0.6619
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,15,35,2.4452,13.6942,0.5769,0.6612
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,20,40,2.4452,13.6942,0.5793,0.6608
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,25,45,2.4452,13.6942,0.579,0.6606
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,40,30,50,2.4452,13.6942,0.5762,0.6607
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,-5,15,2.4452,15.3431,0.5628,0.6236
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,0,20,2.4452,15.3431,0.5629,0.6232
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,5,25,2.4452,15.3431,0.5636,0.6228
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,10,30,2.4452,15.3431,0.5657,0.6222
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,15,35,2.4452,15.3431,0.5688,0.6214
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,20,40,2.4452,15.3431,0.5715,0.6206
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,25,45,2.4452,15.3431,0.5723,0.62
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,45,30,50,2.4452,15.3431,0.5708,0.6196
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,-5,15,2.4452,17.133,0.5535,0.5818
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,0,20,2.4452,17.133,0.5537,0.5814
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,5,25,2.4452,17.133,0.5532,0.5812
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,10,30,2.4452,17.133,0.5543,0.5807
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,15,35,2.4452,17.133,0.5563,0.58
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,20,40,2.4452,17.133,0.5586,0.5792
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,25,45,2.4452,17.133,0.5597,0.5784
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,50,30,50,2.4452,17.133,0.5593,0.5777
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,-5,15,2.4452,19.0717,0.5438,0.5395
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,0,20,2.4452,19.0717,0.5441,0.5391
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,5,25,2.4452,19.0717,0.542,0.5391
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,10,30,2.4452,19.0717,0.5413,0.5389
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,15,35,2.4452,19.0717,0.5412,0.5385
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,20,40,2.4452,19.0717,0.5416,0.5379
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,25,45,2.4452,19.0717,0.542,0.5373
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,55,30,50,2.4452,19.0717,0.5421,0.5367
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,-5,15,2.4452,21.1675,0.5359,0.4981
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,0,20,2.4452,21.1675,0.5364,0.4977
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,5,25,2.4452,21.1675,0.5321,0.4979
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,10,30,2.4452,21.1675,0.5288,0.4982
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,15,35,2.4452,21.1675,0.5251,0.4985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,20,40,2.4452,21.1675,0.5223,0.4985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,25,45,2.4452,21.1675,0.5208,0.4984
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,60,30,50,2.4452,21.1675,0.5205,0.4984
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,-5,15,2.4452,23.4295,0.5325,0.4589
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,0,20,2.4452,23.4295,0.5331,0.4586
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,5,25,2.4452,23.4295,0.526,0.4591
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,10,30,2.4452,23.4295,0.5189,0.46
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,15,35,2.4452,23.4295,0.5098,0.4613
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,20,40,2.4452,23.4295,0.5025,0.4625
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,25,45,2.4452,23.4295,0.4978,0.4635
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,65,30,50,2.4452,23.4295,0.4963,0.4646
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,-5,15,2.4452,25.8676,0.537,0.4235
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,0,20,2.4452,25.8676,0.5377,0.4232
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,5,25,2.4452,25.8676,0.5268,0.4241
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,10,30,2.4452,25.8676,0.5141,0.4258
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,15,35,2.4452,25.8676,0.4976,0.4285
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,20,40,2.4452,25.8676,0.4842,0.4315
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,25,45,2.4452,25.8676,0.4754,0.4343
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-20,70,30,50,2.4452,25.8676,0.4717,0.4372
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,-5,10,2.9162,8.3646,0.5482,0.8078
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,0,15,2.9162,8.3646,0.5481,0.8071
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,5,20,2.9162,8.3646,0.5479,0.8066
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,10,25,2.9162,8.3646,0.5503,0.806
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,15,30,2.9162,8.3646,0.5484,0.8059
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,20,35,2.9162,8.3646,0.5421,0.8067
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,25,40,2.9162,8.3646,0.5316,0.8082
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,20,30,45,2.9162,8.3646,0.5216,0.8107
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,-5,10,2.9162,9.5207,0.5791,0.7919
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,0,15,2.9162,9.5207,0.579,0.7912
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,5,20,2.9162,9.5207,0.5789,0.7907
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,10,25,2.9162,9.5207,0.5822,0.79
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,15,30,2.9162,9.5207,0.5818,0.7898
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,20,35,2.9162,9.5207,0.5776,0.7903
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,25,40,2.9162,9.5207,0.5692,0.7915
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,25,30,45,2.9162,9.5207,0.5591,0.7935
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,-5,10,2.9162,10.7899,0.5978,0.7692
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,0,15,2.9162,10.7899,0.5978,0.7686
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,5,20,2.9162,10.7899,0.5978,0.7681
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,10,25,2.9162,10.7899,0.6018,0.7674
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,15,30,2.9162,10.7899,0.6029,0.767
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,20,35,2.9162,10.7899,0.6014,0.7671
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,25,40,2.9162,10.7899,0.5959,0.7679
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,30,30,45,2.9162,10.7899,0.5872,0.7693
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,-5,10,2.9162,12.1788,0.6065,0.7411
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,0,15,2.9162,12.1788,0.6065,0.7405
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,5,20,2.9162,12.1788,0.6066,0.74
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,10,25,2.9162,12.1788,0.6108,0.7393
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,15,30,2.9162,12.1788,0.6133,0.7387
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,20,35,2.9162,12.1788,0.6144,0.7384
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,25,40,2.9162,12.1788,0.6121,0.7387
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,35,30,45,2.9162,12.1788,0.6057,0.7395
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,-5,10,2.9162,13.6942,0.6071,0.7086
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,0,15,2.9162,13.6942,0.6073,0.708
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,5,20,2.9162,13.6942,0.6074,0.7075
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,10,25,2.9162,13.6942,0.6114,0.7069
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,15,30,2.9162,13.6942,0.6147,0.7062
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,20,35,2.9162,13.6942,0.6178,0.7056
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,25,40,2.9162,13.6942,0.6183,0.7055
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,40,30,45,2.9162,13.6942,0.6146,0.7056
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,-5,10,2.9162,15.3431,0.6019,0.6729
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,0,15,2.9162,15.3431,0.6022,0.6724
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,5,20,2.9162,15.3431,0.6024,0.6719
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,10,25,2.9162,15.3431,0.6056,0.6713
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,15,30,2.9162,15.3431,0.609,0.6706
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,20,35,2.9162,15.3431,0.6131,0.6699
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,25,40,2.9162,15.3431,0.6154,0.6694
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,45,30,45,2.9162,15.3431,0.6141,0.6691
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,-5,10,2.9162,17.133,0.5928,0.6353
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,0,15,2.9162,17.133,0.5932,0.6348
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,5,20,2.9162,17.133,0.5936,0.6344
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,10,25,2.9162,17.133,0.5955,0.6339
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,15,30,2.9162,17.133,0.5981,0.6333
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,20,35,2.9162,17.133,0.6018,0.6326
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,25,40,2.9162,17.133,0.6047,0.6319
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,50,30,45,2.9162,17.133,0.605,0.6313
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,-5,10,2.9162,19.0717,0.5818,0.5968
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,0,15,2.9162,19.0717,0.5824,0.5964
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,5,20,2.9162,19.0717,0.5829,0.596
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,10,25,2.9162,19.0717,0.583,0.5957
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,15,30,2.9162,19.0717,0.5839,0.5953
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,20,35,2.9162,19.0717,0.5857,0.5949
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,25,40,2.9162,19.0717,0.5876,0.5943
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,55,30,45,2.9162,19.0717,0.5885,0.5938
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,-5,10,2.9162,21.1675,0.5709,0.5588
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,0,15,2.9162,21.1675,0.5716,0.5584
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,5,20,2.9162,21.1675,0.5722,0.558
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,10,25,2.9162,21.1675,0.57,0.5579
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,15,30,2.9162,21.1675,0.5681,0.558
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,20,35,2.9162,21.1675,0.5666,0.5581
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,25,40,2.9162,21.1675,0.566,0.558
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,60,30,45,2.9162,21.1675,0.5661,0.5579
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,-5,10,2.9162,23.4295,0.562,0.5223
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,0,15,2.9162,23.4295,0.5629,0.5219
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,5,20,2.9162,23.4295,0.5636,0.5216
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,10,25,2.9162,23.4295,0.5585,0.5219
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,15,30,2.9162,23.4295,0.5528,0.5225
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,20,35,2.9162,23.4295,0.5463,0.5235
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,25,40,2.9162,23.4295,0.5418,0.5243
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,65,30,45,2.9162,23.4295,0.54,0.5251
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,-5,10,2.9162,25.8676,0.5576,0.4886
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,0,15,2.9162,25.8676,0.5586,0.4882
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,5,20,2.9162,25.8676,0.5595,0.4879
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,10,25,2.9162,25.8676,0.5507,0.4886
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,15,30,2.9162,25.8676,0.5399,0.4901
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,20,35,2.9162,25.8676,0.5269,0.4924
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,25,40,2.9162,25.8676,0.5172,0.4946
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-15,70,30,45,2.9162,25.8676,0.5124,0.4968
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,0,10,3.4528,8.3646,0.551,0.8318
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,5,15,3.4528,8.3646,0.5508,0.8311
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,10,20,3.4528,8.3646,0.5506,0.8305
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,15,25,3.4528,8.3646,0.5483,0.8301
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,20,30,3.4528,8.3646,0.5394,0.8306
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,25,35,3.4528,8.3646,0.5227,0.8324
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,20,30,40,3.4528,8.3646,0.5012,0.8346
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,0,10,3.4528,9.5207,0.5924,0.8181
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,5,15,3.4528,9.5207,0.5923,0.8174
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,10,20,3.4528,9.5207,0.5922,0.8169
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,15,25,3.4528,9.5207,0.5926,0.8164
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,20,30,3.4528,9.5207,0.5869,0.8165
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,25,35,3.4528,9.5207,0.5742,0.8177
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,25,30,40,3.4528,9.5207,0.5556,0.8195
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,0,10,3.4528,10.7899,0.6188,0.7985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,5,15,3.4528,10.7899,0.6188,0.7978
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,10,20,3.4528,10.7899,0.6188,0.7972
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,15,25,3.4528,10.7899,0.6216,0.7966
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,20,30,3.4528,10.7899,0.6193,0.7965
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,25,35,3.4528,10.7899,0.6115,0.7971
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,30,30,40,3.4528,10.7899,0.5974,0.7983
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,0,10,3.4528,12.1788,0.6327,0.7738
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,5,15,3.4528,12.1788,0.6328,0.7731
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,10,20,3.4528,12.1788,0.6329,0.7726
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,15,25,3.4528,12.1788,0.6373,0.7719
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,20,30,3.4528,12.1788,0.638,0.7715
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,25,35,3.4528,12.1788,0.635,0.7716
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,35,30,40,3.4528,12.1788,0.6262,0.7723
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,0,10,3.4528,13.6942,0.6365,0.7451
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,5,15,3.4528,13.6942,0.6367,0.7444
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,10,20,3.4528,13.6942,0.6369,0.7439
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,15,25,3.4528,13.6942,0.6421,0.7431
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,20,30,3.4528,13.6942,0.6449,0.7426
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,25,35,3.4528,13.6942,0.646,0.7423
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,40,30,40,3.4528,13.6942,0.6421,0.7424
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,0,10,3.4528,15.3431,0.6326,0.7133
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,5,15,3.4528,15.3431,0.633,0.7127
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,10,20,3.4528,15.3431,0.6333,0.7122
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,15,25,3.4528,15.3431,0.6383,0.7115
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,20,30,3.4528,15.3431,0.6423,0.7108
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,25,35,3.4528,15.3431,0.646,0.7102
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,45,30,40,3.4528,15.3431,0.646,0.7099
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,0,10,3.4528,17.133,0.6234,0.6796
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,5,15,3.4528,17.133,0.6239,0.679
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,10,20,3.4528,17.133,0.6243,0.6785
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,15,25,3.4528,17.133,0.6285,0.6779
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,20,30,3.4528,17.133,0.6323,0.6772
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,25,35,3.4528,17.133,0.6369,0.6765
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,50,30,40,3.4528,17.133,0.6393,0.676
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,0,10,3.4528,19.0717,0.6108,0.6449
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,5,15,3.4528,19.0717,0.6115,0.6443
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,10,20,3.4528,19.0717,0.6121,0.6439
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,15,25,3.4528,19.0717,0.6147,0.6434
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,20,30,3.4528,19.0717,0.6171,0.6429
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,25,35,3.4528,19.0717,0.6208,0.6423
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,55,30,40,3.4528,19.0717,0.6237,0.6418
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,0,10,3.4528,21.1675,0.5969,0.6102
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,5,15,3.4528,21.1675,0.5977,0.6097
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,10,20,3.4528,21.1675,0.5984,0.6092
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,15,25,3.4528,21.1675,0.5988,0.6089
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,20,30,3.4528,21.1675,0.5988,0.6088
